流水號,文章來源或個人分類,加入日期,急迫程度,挑選文章的老師,NOTE,Citation,Citation Update,Author(s)-Last Name,Author(s) -Full Name,Year,Paper Name,Journal name,Journal Abbreviations,Vol.(No.),Page,Symposium,JEL code,keyword,PDF檔名,初稿完成日期,最近更新日期,全文,文章進度,資料夾link,原文link,中文link,check log,check
000341,JPE2016-2018,20191210.0,C,賴孚權,,8.0,,"Heckman, Lazear, and Murphy","James J. Heckman, Edward P. Lazear, and Kevin M. Murphy",2018.0,Gary Becker Remembered,Journal of Political Economy,JPE,126(S1),S1-S6,,,,,2019-12-27 00:00:00,2019-12-27 00:00:00,0,1.0,/volume1/web/DB/000341,"/volume1/web/DB/Heckman,??Lazear and??Murphy (2018)_Gary Becker Remembered_JPE_126(S1)_S1-S6_en.pdf",/volume1/web/DB/Heckman_Lazear_Murphy2018_JPE_inChinese_20191227_pcn.pdf,2020-07-02 00:00:34.190630,1
000342,JPE2016-2018,20191210.0,C,賴孚權,,105.0,,"Heckman, Humphries, and Veramendi","James J. Heckman, John Eric Humphries, and Gregory Veramendi",2018.0,"Returns to Education: The Causal Effects of Education on Earnings, Health, and Smoking",Journal of Political Economy,JPE,126(S1),S197-S246,,,,,2019-12-27 00:00:00,2019-12-27 00:00:00,0,1.0,/volume1/web/DB/000342,"/volume1/web/DB/Heckman,??Humphries and??Veramendi (2018)_Returns to Education_JPE_126(S1)_S197-S246_en.pdf",/volume1/web/DB/Heckman_Humphries_Veramendi2018_JPE_inChinese_20191227_pcn.pdf,2020-07-02 00:00:34.181010,1
000343,JPE2016-2018,20191210.0,C,賴孚權,,162.0,,"Azrieli, Chambers, and Healy","Yaron Azrieli, Christopher P. Chambers, and Paul J. Healy",2018.0,Incentives in Experiments: A Theoretical Analysis,Journal of Political Economy,JPE,126(4),1472-1503,,,,,2019-12-23 00:00:00,2019-12-23 00:00:00,0,1.0,/volume1/web/DB/000343,"/volume1/web/DB/Azrieli,??Chambers and??Healy (2018)_Incentives in Experiments_A Theoretical Analysis_JPE_126(4)_1472-1503_en.pdf",/volume1/web/DB/Azrieli_Chambers_Healy2018_JPE_inChinese_20191223_pcn.pdf,2020-07-02 00:00:34.181281,1
000344,JPE2016-2018,20191210.0,C,賴孚權,,47.0,,"Haselmann, Schoenherr, and Vig","Rainer Haselmann, David Schoenherr, and Vikrant Vig",2018.0,Rent Seeking in Elite Networks,Journal of Political Economy,JPE,126(4),1638-1690,,,,,2019-12-16 00:00:00,2019-12-16 00:00:00,0,1.0,/volume1/web/DB/000344,"/volume1/web/DB/Haselmann,??Schoenherr, and??Vig (2018)_Rent Seeking in Elite Networks_JPE_126(4)_1638-1690_en.pdf",/volume1/web/DB/Haselmann_Schoenherr_Vig2018_JPE_inChinese_20191216_pcn.pdf,2020-07-02 00:00:34.181521,1
000345,JPE2016-2018,20191210.0,C,賴孚權,,670.0,,Prat,Andrea Prat,2018.0,Media Power,Journal of Political Economy,JPE,126(4),1747-1783,,,,,2019-12-20 00:00:00,2019-12-20 00:00:00,0,1.0,/volume1/web/DB/000345,/volume1/web/DB/Prat (2018)_Media Power_JPE_126(4)_1747-1783_en.pdf,/volume1/web/DB/Prat2018_JPE_inChinese_20191220_pcn.pdf,2020-07-02 00:00:34.181990,1
000346,JPE2016-2018,20191210.0,A,賴孚權,,119.0,,"Anderson, Kellogg, and Salant","Soren T. Anderson, Ryan Kellogg, and Stephen W. Salant",2018.0,Hotelling under Pressure,Journal of Political Economy,JPE,126(3),984-1026,,,,,2019-12-06 00:00:00,2019-12-06 00:00:00,0,1.0,/volume1/web/DB/000346,"/volume1/web/DB/Anderson, Kellogg, and??Salant(2018)_Hotelling under Pressure_JPE_126(3)_984-1026_en.pdf",/volume1/web/DB/Anderson_Kellogg_Salant2018_JPE_inChinese_20191206_pcn.pdf,2020-07-02 00:00:34.074302,1
000347,JPE2016-2018,20191210.0,C,賴孚權,,48.0,,Durante and Zhuravskaya,Ruben Durante and Ekaterina Zhuravskaya,2018.0,Attack When the World Is Not Watching? US News and the Israeli-Palestinian Conflict,Journal of Political Economy,JPE,126(3),1085-1133,,,,,2019-12-13 00:00:00,2019-12-13 00:00:00,0,1.0,/volume1/web/DB/000347,/volume1/web/DB/Durante??and??Zhuravskaya (2018)_Attack When the World Is Not Watching_US News and the Israeli_Palestinian Conflict_JPE_126(3)_1085-1133_en.pdf,/volume1/web/DB/Durante_Zhuravskaya2018_JPE_inChinese_20191213_pcn.pdf,2020-07-02 00:00:34.181762,1
000348,JPE2016-2018,20191210.0,C,賴孚權,,44.0,,"Fisman, Shi, Wang, and Xu","Raymond Fisman, Jing Shi, Yongxiang Wang, and Rong Xu",2018.0,Social Ties and Favoritism in Chinese Science,Journal of Political Economy,JPE,126(3),1134-1171,,,,,2019-12-24 00:00:00,2019-12-24 00:00:00,0,1.0,/volume1/web/DB/000348,"/volume1/web/DB/Fisman,??Shi,??Wang, and??Xu (2018)_Social Ties and Favoritism in Chinese Science_JPE_126(3)_1134-1171_en.pdf",/volume1/web/DB/Fisman_Shi_Wang_Xu2018_JPE_inChinese_20191224_pcn.pdf,2020-07-02 00:00:34.182241,1
000349,JPE2016-2018,20191210.0,C,賴孚權,,49.0,,Guren,Adam M. Guren,2018.0,House Price Momentum and Strategic Complementarity,Journal of Political Economy,JPE,126(3),1172-1218,,,,,2019-12-23 00:00:00,2019-12-23 00:00:00,0,1.0,/volume1/web/DB/000349,/volume1/web/DB/Guren (2018)_House Price Momentum and Strategic Complementarity_JPE_126(3)_1172-1218_en.pdf,/volume1/web/DB/Guren2018_JPE_inChinese_20191223_pcn.pdf,2020-07-02 00:00:34.183656,1
000350,JPE2016-2018,20191210.0,C,賴孚權,,7.0,,"Magnac, Pistolesi, and Roux","Thierry Magnac, Nicolas Pistolesi, and Sébastien Roux",2018.0,Post-Schooling Human Capital Investments and the Life Cycle of Earnings,Journal of Political Economy,JPE,126(3),1219-1249,,,,,2019-12-23 00:00:00,2019-12-23 00:00:00,0,1.0,/volume1/web/DB/000350,"/volume1/web/DB/Magnac,??Pistolesi, and??Roux (2018)_Post_Schooling Human Capital Investments and the Life Cycle of Earnings_JPE_126(3)_1219-1249_en.pdf",/volume1/web/DB/Magnac_Pistolesi_Roux2018_JPE_inChinese_20191223_pcn.pdf,2020-07-02 00:00:34.182481,1
000351,JPE2016-2018,20191210.0,C,賴孚權,,47.0,,Manea,Mihai Manea,2018.0,Intermediation and Resale in Networks,Journal of Political Economy,JPE,126(3),1250-1301,,,,,2019-12-26 00:00:00,2019-12-26 00:00:00,0,1.0,/volume1/web/DB/000351,/volume1/web/DB/Manea (2018)_Intermediation and Resale in Networks_JPE_126(3)_1250-1301_en.pdf,/volume1/web/DB/Manea2018_JPE_inChinese_20191226_pcn.pdf,2020-07-02 00:00:34.182694,1
000352,JPE2016-2018,20191210.0,C,賴孚權,,10.0,,Jehiel and  Lamy,Philippe Jehiel and Laurent Lamy,2018.0,A Mechanism Design Approach to the Tiebout Hypothesis,Journal of Political Economy,JPE,126(2),735-760,,,,,2019-12-19 00:00:00,2019-12-19 00:00:00,0,1.0,/volume1/web/DB/000352,/volume1/web/DB/Jehiel??and??Lamy (2018)_A Mechanism Design Approach to the Tiebout Hypothesis_JPE_126(2)_735-760_en.pdf,/volume1/web/DB/Jehiel_Lamy2018_JPE_inChinese_20191219_pcn.pdf,2020-07-02 00:00:34.182963,1
000353,JPE2016-2018,20191210.0,C,賴孚權,,83.0,,"Einav,  Farronato,  Levin, and Sundaresan","Liran Einav, Chiara Farronato, Jonathan Levin, and Neel Sundaresan",2018.0,Auctions versus Posted Prices in Online Markets,Journal of Political Economy,JPE,126(1),178-215,,,,,2019-12-25 00:00:00,2019-12-25 00:00:00,0,1.0,/volume1/web/DB/000353,"/volume1/web/DB/Einav, Farronato, Levin, and Sundaresan (2018)_Auctions versus Posted Prices in Online Markets_JPE_126(1)_178-215_en.pdf",/volume1/web/DB/Einav_Farronato_Levin_Sundaresan2018_JPE_inChinese_20191225_pcn.pdf,2020-07-02 00:00:34.183221,1
000354,JPE2016-2018,20191210.0,C,賴孚權,,1796.0,,Thaler,Richard H. Thaler,2017.0,Behavioral Economics,Journal of Political Economy,JPE,125(6),1799-1805,,,,,2019-12-23 00:00:00,2019-12-23 00:00:00,1,1.0,/volume1/web/DB/000354,/volume1/web/DB/Thaler (2017)_Behavioral Economics_JPE_125(6)_1799-1805_en.pdf,/volume1/web/DB/Thaler2017_JPE_inChinese_20191223_fcn.pdf,2020-07-02 00:00:34.183447,1
000355,JPE2016-2018,20191210.0,C,賴孚權,,191.0,,Kamenica,Emir Kamenica,2017.0,Information Economics,Journal of Political Economy,JPE,125(6),1885-1890,,,,,2019-12-20 00:00:00,2019-12-20 00:00:00,1,1.0,/volume1/web/DB/000355,/volume1/web/DB/Kamenica (2017)_Information Economics_JPE_125(6)_1885-1890_en.pdf,/volume1/web/DB/Kamenica2017_JPE_inChinese_20191220_fcn.pdf,2020-07-02 00:00:34.183877,1
000356,JPE2016-2018,20191210.0,C,賴孚權,,,,Hortaçsu,Ali Hortaçsu,2017.0,"Auctions in the Journal of Political Economy, 1894–2017",Journal of Political Economy,JPE,125(6),1915-1920,,,,,2019-12-25 00:00:00,2019-12-25 00:00:00,1,1.0,/volume1/web/DB/000356,"/volume1/web/DB/Horta??su (2017)_Auctions in the Journal of Political Economy, 1894???2017_JPE_125(6)_1915-1920_en.pdf",/volume1/web/DB/Hortacsu2017_JPE_inChinese_20191225_fcn.pdf,2020-07-02 00:00:34.184113,1
000357,JPE2016-2018,20191210.0,C,賴孚權,,,,List,John List,2017.0,Experimental Economics in the Journal of Political Economy,Journal of Political Economy,JPE,125(6),1925-1930,,,,,2019-12-24 00:00:00,2019-12-24 00:00:00,1,1.0,/volume1/web/DB/000357,/volume1/web/DB/List (2017)_Experimental Economics in the Journal of Political Economy_JPE_125(6)_1925-1930_en.pdf,/volume1/web/DB/List2017_JPE_inChinese_20191224_fcn.pdf,2020-07-02 00:00:34.184354,1
000358,JPE2016-2018,20191210.0,C,賴孚權,,97.0,,Azmat and Ferrer,Ghazala Azmat and Rosa Ferrer,2017.0,Gender Gaps in Performance: Evidence from Young Lawyers,Journal of Political Economy,JPE,125(5),1306-1355,,,,,2019-12-17 00:00:00,2019-12-17 00:00:00,0,1.0,/volume1/web/DB/000358,/volume1/web/DB/Azmat and Ferrer (2017)_Gender Gaps in Performance_Evidence from Young Lawyers_JPE_125(5)_1306-1355_en.pdf,/volume1/web/DB/Azmat_Ferrer2017_JPE_inChinese_20191217_pcn.pdf,2020-07-02 00:00:34.184572,1
000359,JPE2016-2018,20191210.0,C,賴孚權,,92.0,,Perez-Truglia and Cruces,Ricardo Perez-Truglia and Guillermo Cruces,2017.0,Partisan Interactions: Evidence from a Field Experiment in the United States,Journal of Political Economy,JPE,125(4),1208-1243,,,,,2019-12-18 00:00:00,2019-12-18 00:00:00,0,1.0,/volume1/web/DB/000359,/volume1/web/DB/Perez-Truglia and Cruces (2017)_Partisan Interactions_Evidence from a Field Experiment in the United States_JPE_125(4)_1208-1243_en.pdf,/volume1/web/DB/Perez-Cruces_Marie2017_JPE_inChinese_20191218_pcn.pdf,2020-07-02 00:00:34.184785,1
000360,JPE2016-2018,20191210.0,C,賴孚權,,150.0,,"Cantoni, Chen, Yang, Yuchtman, and Zhang","Davide Cantoni, Yuyu Chen, David Y. Yang, Noam Yuchtman, and Y. Jane Zhang",2017.0,Curriculum and Ideology,Journal of Political Economy,JPE,125(2),338-392,,,,,2019-12-17 00:00:00,2019-12-17 00:00:00,0,1.0,/volume1/web/DB/000360,"/volume1/web/DB/Cantoni, Chen, Yang, Yuchtman, and Zhang (2017)_Curriculum and Ideology_JPE_125(2)_338-392_en.pdf",/volume1/web/DB/Cantoni_Chen_Yang_Yuchtman_Zhang2017_JPE_inChinese_20191217_pcn.pdf,2020-07-02 00:00:34.185220,1
000361,JPE2016-2018,20191210.0,C,賴孚權,,20.0,,Chevalier and Marie,Arnaud Chevalier and Olivier Marie,2017.0,"Economic Uncertainty, Parental Selection, and Children’s Educational Outcomes",Journal of Political Economy,JPE,125(2),393-430,,,,,2019-12-17 00:00:00,2019-12-17 00:00:00,0,1.0,/volume1/web/DB/000361,"/volume1/web/DB/Chevalier and Marie (2017)_Economic Uncertainty, Parental Selection, and Children's Educational Outcomes_JPE_125(2)_393-430_en.pdf",/volume1/web/DB/Chevalier_Marie2017_JPE_inChinese_20191217_pcn.pdf,2020-07-02 00:00:34.185002,1
000362,FC,20191216.0,A,賴孚權,,174.0,,"Gentzkow, Kelly, and Taddy","Matthew Gentzkow, Bryan Kelly and Matt Taddy",2019.0,Text as Data,Journal of Economic Literature,JEL,57(3),535-574,,,,,2019-12-18 00:00:00,2019-12-18 00:00:00,1,1.0,/volume1/web/DB/000362,"/volume1/web/DB/Gentzkow, Kelly, and Taddy (2019)_Text as Data_JEL_57(3)535-574_en.pdf",/volume1/web/DB/Gentzkow_Kelly_Taddy2019_JPE_inChinese_20191218_fcn.pdf,2020-07-02 00:00:34.065988,1
000363,WC,20191219.0,B,陳為政,,1964.0,,"Feenstra, Hanson","Robert C. Feenstra, Gordon H. Hanson",1999.0,"The Impact of Outsourcing and High-Technology Capital on Wages: Estimates For the United States, 1979–1990",Quarterly Journal of Economics,QJE,114(3),907–940,,,,,2019-12-23 00:00:00,2019-12-23 00:00:00,0,1.0,/volume1/web/DB/000363,"/volume1/web/DB/Feenstra, Hanson (1999) The Impact of outsourcing and high-technology capital, 1979-1990_QJE_en.pdf",/volume1/web/DB/Feenstra_Hanson1999_QJE_inChinese_20191223_pcn.pdf,2020-07-02 00:00:34.110690,1
000364,WC,20191219.0,B,陳為政,AER百大-pcn,2351.0,,Grossman and Rossi-Hansberg,"Grossman, Gene M., and Esteban Rossi-Hansberg",2008.0,Trading Tasks: A Simple Theory of Offshoring,American Economic Review,AER,98(5),1978-97,,,,,2019-12-23 00:00:00,2019-12-23 00:00:00,0,1.0,/volume1/web/DB/000364,/volume1/web/DB/Grossman and Rossi-Hansberg (2008)_Trading Tasks A Simple Theory of Offshoring_AER_en.pdf,/volume1/web/DB/Grossman_Rossi-Hansbergl2008_AER_inChinese_20191223_pcn.pdf,2020-07-02 00:00:34.110893,1
000365,FC,20191220.0,A,賴孚權,,1149.0,,Weyl,E Glen Weyl,2019.0,Price Theory,Journal of Economic Literature,JEL,57(2),329-84,,,,,2020-01-03 00:00:00,2020-01-03 00:00:00,1,1.0,/volume1/web/DB/000365,"/volume1/web/DB/Weyl, E Glen. 2019. Price Theory. Journal of Economic Literature, 57 (2) 329-84_en.pdf",/volume1/web/DB/Weyl2019_JEL_inChinese_20200103_fcn.pdf,2020-07-02 00:00:34.074596,1
000366,RES2016-2018,20191226.0,C,賴孚權,,150.0,,"Best, Kleven","Michael Carlos Best, Henrik Jacobsen Kleven",2018.0,Housing Market Responses to Transaction Taxes: Evidence From Notches and Stimulus in the U.K. ,Review of Economic Studies,RES,85(1),157–193,,,,,2019-12-27 00:00:00,2019-12-27 00:00:00,0,1.0,/volume1/web/DB/000366,"/volume1/web/DB/Best, Kleven (2018)_Housing Market Responses to Transaction Taxes_RES_85(1) 157-193_en.pdf",/volume1/web/DB/Best_Kleven2018_JPE_inChinese_20191227_pcn.pdf,2020-07-02 00:00:34.144933,1
000367,RES2016-2018,20191226.0,C,賴孚權,,21.0,,Cisternas,Gonzalo Cisternas,2018.0,Two-Sided Learning and the Ratchet Principle,Review of Economic Studies,RES,85(1),307–351,,,,,2020-01-14 00:00:00,2020-01-14 00:00:00,0,1.0,/volume1/web/DB/000367,/volume1/web/DB/Cisternas (2018)_Two-Sided Learning and the Ratchet Principle_RES_85(1)_307-351_en.pdf,/volume1/web/DB/Cisternas2018_RES_inChinese_20200114_pcn.pdf,2020-07-02 00:00:34.145135,1
000368,RES2016-2018,20191226.0,C,賴孚權,,78.0,,"Lee, Lin","Sanghoon Lee, Jeffrey Lin",2018.0,"Natural Amenities, Neighbourhood Dynamics, and Persistence in the Spatial Distribution of Income ",Review of Economic Studies,RES,85(1),663–694,,,,,2019-12-30 00:00:00,2019-12-30 00:00:00,0,1.0,/volume1/web/DB/000368,"/volume1/web/DB/Lee, Lin (2018)_Natural Amenities, Neighbourhood Dynamics, and Persistence in the Spatial Distribution of Income_RES_85(1)_663-694_en.pdf",/volume1/web/DB/Lee_Lin2018_RES_inChinese_20191230_pcn.pdf,2020-07-02 00:00:34.145360,1
000369,RES2016-2018,20191226.0,C,賴孚權,,30.0,,"Armstrong, Kolesár","Timothy B Armstrong, Michal Kolesár",2018.0,A Simple Adjustment for Bandwidth Snooping ,Review of Economic Studies,RES,85(2),732–765,,,,,2020-01-15 00:00:00,2020-01-16 00:00:00,0,1.0,/volume1/web/DB/000369,"/volume1/web/DB/Armstrong, Koles??r (2018)_A Simple Adjustment for Bandwidth Snooping_RES_85(2)_732-765_en.pdf",/volume1/web/DB/Armstrong_Kolesar2018_RES_inChinese_20200116_pcn.pdf,2020-07-02 00:00:34.145654,1
000370,RES2016-2018,20191226.0,C,賴孚權,,17.0,,"Lauermann, Merzyn, Virág","Stephan Lauermann, Wolfram Merzyn, Gábor Virág",2018.0,Learning and Price Discovery in a Search Market,Review of Economic Studies,RES,85(2),1159–1192,,,,,2020-01-14 00:00:00,2020-01-14 00:00:00,0,1.0,/volume1/web/DB/000370,"/volume1/web/DB/Lauermann, Merzyn, Vir??g (2018)_Learning and Price Discovery in a Search Market_RES_85(2)_1159-1192_en.pdf",/volume1/web/DB/Lauermann_Merzyn_Virag2018_RES_inChinese_20200114_pcn.pdf,2020-07-02 00:00:34.145883,1
000371,RES2016-2018,20191226.0,C,賴孚權,,9.0,,"Duernecker, Vega-Redondo","Georg Duernecker, Fernando Vega-Redondo",2018.0,Social Networks and the Process of Globalization ,Review of Economic Studies,RES,85(3),1716–1751,,,,,2020-01-15 00:00:00,2020-01-15 00:00:00,0,1.0,/volume1/web/DB/000371,"/volume1/web/DB/Duernecker, Vega-Redondo (2018)_Social Networks and the Process of Globalization_RES_85(3)_1716-1751_en.pdf",/volume1/web/DB/Duernecker_Vega-Redondo2018_RES_inChinese_20200115_pcn.pdf,2020-07-02 00:00:34.146092,1
000372,RES2016-2018,20191226.0,C,賴孚權,,38.0,,Llull,Joan Llull,2018.0,"Immigration, Wages, and Education: A Labour Market Equilibrium Structural Model ",Review of Economic Studies,RES,85(3),1852–1896,,,,,2019-12-30 00:00:00,2019-12-30 00:00:00,0,1.0,/volume1/web/DB/000372,"/volume1/web/DB/Llull (2018)_Immigration, Wages, and Education_A Labour Market Equilibrium Structural Model_RES_85(3)_1852-1896_en.pdf",/volume1/web/DB/Llull2018_RES_inChinese_20191230_pcn.pdf,2020-07-02 00:00:34.146332,1
000373,RES2016-2018,20191226.0,C,賴孚權,,74.0,,"Condorelli, Galeotti, Renou","Daniele Condorelli, Andrea Galeotti, Ludovic Renou",2017.0,Bilateral Trading in Networks,Review of Economic Studies,RES,84(1),82–105,,,,,2019-12-30 00:00:00,2019-12-30 00:00:00,0,1.0,/volume1/web/DB/000373,"/volume1/web/DB/Condorelli, Galeotti, Renou (2017)_Bilateral Trading in Networks_RES_84(1)_82-105_en.pdf",/volume1/web/DB/Condorelli_Galeotti_Renou2017_RES_inChinese_20191230_pcn.pdf,2020-07-02 00:00:34.146543,1
000374,RES2016-2018,20191226.0,C,賴孚權,,33.0,,"Mankart, Oikonomou","Jochen Mankart, Rigas Oikonomou",2017.0,Household Search and the Aggregate Labour Market ,Review of Economic Studies,RES,84(4),1735–1788,,,,,2020-01-14 00:00:00,2020-01-15 00:00:00,0,1.0,/volume1/web/DB/000374,"/volume1/web/DB/Mankart, Oikonomou (2017)_Household Search and the Aggregate Labour Market_RES_84(4)_1735-1788_en.pdf",/volume1/web/DB/Mankart_Oikonomou2017_RES_inChinese_20200115_pcn.pdf,2020-07-02 00:00:34.146812,1
000375,RES2016-2018,20191226.0,C,賴孚權,,51.0,,"Armstrong, Zhou","Mark Armstrong, Jidong Zhou",2016.0,Search Deterrence ,Review of Economic Studies,RES,83(1),26–57,,,,,2019-12-31 00:00:00,2019-12-31 00:00:00,0,1.0,/volume1/web/DB/000375,"/volume1/web/DB/Armstrong, Zhou (2016)_Search Deterrence_RES_83(1)_26-57_en.pdf",/volume1/web/DB/Armstrong_Zhou2016_RES_inChinese_20191231_pcn.pdf,2020-07-02 00:00:34.147019,1
000376,RES2016-2018,20191226.0,C,賴孚權,,48.0,,Augenblick,Ned Augenblick,2016.0,The Sunk-Cost Fallacy in Penny Auctions ,Review of Economic Studies,RES,83(1),58–86,,,,,2019-12-31 00:00:00,2019-12-31 00:00:00,0,1.0,/volume1/web/DB/000376,/volume1/web/DB/Augenblick (2016)_The Sunk-Cost Fallacy in Penny Auctions_RES_83(1)_58-86_en.pdf,/volume1/web/DB/Augenblick2016_RES_inChinese_20191231_pcn.pdf,2020-07-02 00:00:34.147231,1
000377,RES2016-2018,20191226.0,C,賴孚權,,87.0,,"Fainmesser, Galeotti","Itay P. Fainmesser, Andrea Galeotti",2016.0,Pricing Network Effects,Review of Economic Studies,RES,83(1),165–198,,,,,2020-01-15 00:00:00,2020-01-15 00:00:00,0,1.0,/volume1/web/DB/000377,"/volume1/web/DB/Fainmesser, Galeotti (2016)_Pricing Network Effects_RES_83(1)_165-198_en.pdf",/volume1/web/DB/Fainmesser_Galeotti2016_RES_inChinese_20200115_pcn.pdf,2020-07-02 00:00:34.147436,1
000378,RES2016-2018,20191226.0,C,賴孚權,,21.0,,"Hopenhayn, Squintani","Hugo A. Hopenhayn, Francesco Squintani",2016.0,Patent Rights and Innovation Disclosure ,Review of Economic Studies,RES,83(1),199–230,,,,,2020-01-15 00:00:00,2020-01-15 00:00:00,0,1.0,/volume1/web/DB/000378,"/volume1/web/DB/Hopenhayn, Squintani (2016)_Patent Rights and Innovation Disclosure_RES_83(1)_199-230_en.pdf",/volume1/web/DB/Hopenhayn_Squintani2016_RES_inChinese_20200115_pcn.pdf,2020-07-02 00:00:34.147643,1
000379,RES2016-2018,20191226.0,C,賴孚權,,124.0,,"Bordalo, Gennaioli, Shleifer","Pedro Bordalo, Nicola Gennaioli, Andrei Shleifer",2016.0,Competition for Attention ,Review of Economic Studies,RES,83(2),481–513,,,,,2019-12-31 00:00:00,2019-12-31 00:00:00,0,1.0,/volume1/web/DB/000379,"/volume1/web/DB/Bordalo, Gennaioli, Shleifer (2016)_Competition for Attention_RES_83(2)_481-513_en.pdf",/volume1/web/DB/Bordalo_Gennaioli_Shleifer2016_RES_inChinese_20191231_pcn.pdf,2020-07-02 00:00:34.147848,1
000380,RES2016-2018,20191226.0,C,賴孚權,,177.0,,"Dustmann, Glitz, Schönberg, Brücker","Christian Dustmann, Albrecht Glitz, Uta Schönberg, Herbert Brücker",2016.0,Referral-based Job Search Networks ,Review of Economic Studies,RES,83(2),514–546,,,,,2020-01-14 00:00:00,2020-01-14 00:00:00,0,1.0,/volume1/web/DB/000380,"/volume1/web/DB/Dustmann, Glitz, Sch??nberg, Br??cker (2016)_Referral-based Job Search Networks_RES_83(2)_514-546_en.pdf",/volume1/web/DB/Dustmann_Glitz_Schonberg_Brucker2016_RES_inChinese_20200114_pcn.pdf,2020-07-02 00:00:34.144708,1
000381,AER2016-2017 low citation,20200106.0,C,賴孚權,,125.0,,Cavallo,Alberto Cavallo,2017.0,Are Online and Offline Prices Similar? Evidence from Large Multi-channel Retailers,American Economic Review,AER,107(1),283-303,,,,,2020-01-20 00:00:00,2020-01-20 00:00:00,0,1.0,/volume1/web/DB/000381,/volume1/web/DB/Cavallo (2017)_Are Online and Offline Prices Similar Evidence from Large Multi-channel Retailers_AER_107(1)_283-303_en.pdf,/volume1/web/DB/Cavallo2017_AER_inChinese_20200120_pcn.pdf,2020-07-02 00:00:34.141283,1
000382,AER2016-2017 low citation,20200106.0,C,賴孚權,,125.0,,"Alatas, Banerjee, Chandrasekhar, Hanna and Olken","Vivi Alatas, Abhijit Banerjee, Arun G. Chandrasekhar, Rema Hanna and Benjamin A. Olken",2016.0,Network Structure and the Aggregation of Information: Theory and Evidence from Indonesia,American Economic Review,AER,106(7),1663-1704,,,,,2020-01-20 00:00:00,2020-01-20 00:00:00,0,1.0,/volume1/web/DB/000382,"/volume1/web/DB/Alatas, Banerjee, Chandrasekhar, Hanna and Olken (2016)_Network Structure and the Aggregation of Information Theory and Evidence from Indonesia_AER_106(7)_1663-1704_en.pdf",/volume1/web/DB/Alatas_Banerjee_Chandrasekhar_Hanna_Olken2016_AER_inChinese_20200120_pcn.pdf,2020-07-02 00:00:34.141488,1
