流水號,文章來源或個人分類,加入日期,急迫程度,挑選文章的老師,NOTE,Citation,Citation Update,Author(s)-Last Name,Author(s) -Full Name,Year,Paper Name,Journal name,Journal Abbreviations,Vol.(No.),Page,Symposium,JEL code,keyword,PDF檔名,初稿完成日期,最近更新日期,全文,文章進度,資料夾link,原文link,中文link,check log,check,Unnamed: 29,已列印
000438,JEL2018,20200210,C,賴孚權,,158.0,,Neumark,David Neumark,2018.0,Experimental Research on Labor Market Discrimination,Jouranl of Economic Literature,JEL,56(3),799-866,,,,,2020-02-24 00:00:00,2020-02-24 00:00:00,0,1.0,/volume1/web/DB/000438,/volume1/web/DB/000438/000438_en.pdf,/volume1/web/DB/Neumark2018_JEL_inChinese_20200224_pcn.pdf,2020-10-03 00:00:04.561857,1,,
000439,JEL2018,20200210,C,賴孚權,,30.0,,Fleurbaey and Maniquet,Marc Fleurbaey and Fran?ois Maniquet,2018.0,Optimal Income Taxation Theory and Principles of Fairness,Jouranl of Economic Literature,JEL,56(3),1029-79,,,,,2020-02-19 00:00:00,2020-02-19 00:00:00,0,1.0,/volume1/web/DB/000439,/volume1/web/DB/000439/000439_en.pdf,/volume1/web/DB/Fleurbaey_Maniquet2018_JEL_inChinese_20200219_pcn.pdf,2020-10-03 00:00:04.562057,1,,
000440,JEL2018,20200210,C,賴孚權,,42.0,,"Barseghyan, Molinari, O'Donoghue and Teitelbaum","Levon Barseghyan, Francesca Molinari, Ted O'Donoghue and Joshua C. Teitelbaum",2018.0,Estimating Risk Preferences in the Field,Jouranl of Economic Literature,JEL,56(2),501-64,,,,,2020-02-18 00:00:00,2020-02-18 00:00:00,0,1.0,/volume1/web/DB/000440,/volume1/web/DB/000440/000440_en.pdf,/volume1/web/DB/Barseghyan_Molinari_O'Donoghue_Teitelbaum2018_JELiterature_inChinese_20200218_pcn.pdf,2020-10-03 00:00:04.562268,1,,
000441,JEL2018,20200210,C,賴孚權,,79.0,,Hamermesh,Daniel S. Hamermesh,2018.0,"Citations in Economics: Measurement, Uses, and Impacts",Jouranl of Economic Literature,JEL,56(1),115-56,,,,,2020-02-24 00:00:00,2020-02-24 00:00:00,0,1.0,/volume1/web/DB/000441,/volume1/web/DB/000441/000441_en.pdf,/volume1/web/DB/Hamermesh2018_JEL_inChinese_20200224_pcn.pdf,2020-10-03 00:00:04.562466,1,,
000442,JEL2018,20200210,C,賴孚權,,15.0,,Horta?su and McAdams,Ali Horta?su and David McAdams,2018.0,Empirical Work on Auctions of Multiple Objects,Jouranl of Economic Literature,JEL,56(1),157-84,,,,,2020-02-18 00:00:00,2020-02-18 00:00:00,0,1.0,/volume1/web/DB/000442,/volume1/web/DB/000442/000442_en.pdf,/volume1/web/DB/Hortacsu_McAdams2018_JEL_inChinese_20200218_pcn.pdf,2020-10-03 00:00:04.562666,1,,
000443,JEL2017,20200210,C,賴孚權,,131.0,,Richard E Romano Romano and Miguel Urquiola,"Dennis Epple, Richard E. Romano and Miguel Urquiola",2017.0,School Vouchers: A Survey of the Economics Literature,Jouranl of Economic Literature,JEL,55(2),441-92,,,,,2020-02-25 00:00:00,2020-02-25 00:00:00,0,1.0,/volume1/web/DB/000443,/volume1/web/DB/000443/000443_en.pdf,/volume1/web/DB/Epple_Romanoand_Urquiola2017_JEL_inChinese_20200225_pcn.pdf,2020-10-03 00:00:04.562862,1,,
000444,JEL2017,20200210,C,賴孚權,,100.0,,"r Chade, Eeckhout and Smith","Hector Chade, Jan Eeckhout and Lones Smith",2017.0,Sorting through Search and Matching Models in Economics,Jouranl of Economic Literature,JEL,55(2),493-544,,,,,2020-02-18 00:00:00,2020-02-18 00:00:00,0,1.0,/volume1/web/DB/000444,/volume1/web/DB/000444/000444_en.pdf,/volume1/web/DB/Chade_Eeckhout_Smith2017_JEL_inChinese_20200218_pcn.pdf,2020-10-03 00:00:04.561125,1,,
000445,JEL2017,20200210,C,賴孚權,,215.0,,"Jackson, Rogers and Zenou","Matthew O. Jackson, Brian W. Rogers and Yves Zenou",2017.0,The Economic Consequences of Social-Network Structure,Jouranl of Economic Literature,JEL,55(1),49-95,,,,,2020-02-25 00:00:00,2020-02-25 00:00:00,0,1.0,/volume1/web/DB/000445,/volume1/web/DB/000445/000445_en.pdf,/volume1/web/DB/Jackson_Rogers_Zenou2017_JEL_inChinese_20200225_pcn.pdf,2020-10-03 00:00:04.561334,1,,
000446,JEL2016,20200210,C,賴孚權,,12.0,,Hoover,Kevin D. Hoover,2016.0,The Crisis in Economic Theory: A Review Essay,Jouranl of Economic Literature,JEL,54(4),1350-61,,,,,2020-02-25 00:00:00,2020-02-25 00:00:00,1,1.0,/volume1/web/DB/000446,/volume1/web/DB/000446/000446_en.pdf,/volume1/web/DB/Hoover2016_JEL_inChinese_20200225_fcn.pdf,2020-10-03 00:00:04.561532,1,,
000447,AER2020,20200731,A,賴孚權,,,,"Watson, Miller and Olsen","Joel Watson, David A. Miller and Trond E. Olsen",2020.0,"Relational Contracting, Negotiation, and External Enforcement",American Economic Review,AER,110(7),2153-97,,,,,,,0,0.0,/volume1/web/DB/000447,/volume1/web/DB/000447/000447_en.pdf,,2020-10-03 00:00:04.457426,1,,
000448,JEBO2018,20200219,B,賴孚權,,,,"Charness, Gneezy and Henderson"," Gary Charness, Uri Gneezy and Austin Henderson",2018.0,Experimental methods Measuring effort in economics experiments,Journal of Economic Behavior and Organization,JEBO,149,74-87,,,,,2020-02-26 00:00:00,2020-02-26 00:00:00,0,1.0,/volume1/web/DB/000448,/volume1/web/DB/000448/000448_en.pdf,/volume1/web/DB/Charness_Gneezy_Henderson2018_JEBO_inChinese_20200226_pcn.pdf,2020-10-03 00:00:04.495752,1,,
000449,GEB2016,20200219,B,賴孚權,,,,Klooserman and Schotter,Brian D. Kluger and Steve L. Slezak,2016.0,Complementary institutions and economic development An experimental study,Games and Economic Behavior,GEB,99,186-205,,,,,2020-02-26 00:00:00,2020-02-26 00:00:00,0,1.0,/volume1/web/DB/000449,/volume1/web/DB/000449/000449_en.pdf,/volume1/web/DB/Kloosterman_Schotter2016_GEB_inChinese_20200226_pcn.pdf,2020-10-03 00:00:04.495945,1,,
000450,JEBO2018,20200219,B,賴孚權,,,,Kluger and Slezak,Brian D. Kluger and Steve L. Slezak,2018.0,Signal jamming models of fraudulent misreporting and economic prospects An experimental investigation,Journal of Economic Behavior and Organization,JEBO,151,254-283,,,,,2020-02-26 00:00:00,2020-02-26 00:00:00,0,1.0,/volume1/web/DB/000450,/volume1/web/DB/000450/000450_en.pdf,/volume1/web/DB/Kluger_Slezak2018_JEBO_inChinese_20200226_pcn.pdf,2020-10-03 00:00:04.496141,1,,
000451,SEJ2017,20200220,B,賴孚權,,,,Smith,Vernon Smith,2017.0,Tribute to Sidney Siegel (1916-1961): A Founder of Experimental Economics,Southern Economic Journal,SEJ,83(3),664-667,,,,,2020-02-26 00:00:00,2020-02-26 00:00:00,1,1.0,/volume1/web/DB/000451,/volume1/web/DB/000451/000451_en.pdf,/volume1/web/DB/Smith2017_SouthernEJ_inChinese_20200226_fcn.pdf,2020-10-03 00:00:04.496357,1,,
000452,AER2016,20200220,B,賴孚權,,,,Tumen,Semih Tumen,2016.0,The Economic Impact of Syrian Refugees on Host Countries: Quasi-Experimental Evidence from Turkey,American Economic Review,AER,106(5),456-460,,,,,2020-03-02 00:00:00,2020-03-02 00:00:00,1,1.0,/volume1/web/DB/000452,/volume1/web/DB/000452/000452_en.pdf,/volume1/web/DB/Tumen2016_AER_inChinese_20200302_fcn.pdf,2020-10-03 00:00:04.496577,1,,
000453,GEB2019,20200220,B,賴孚權,,,,Wang and Houser,Siyu Wang and Daniel Houser,2019.0,Demanding or deferring An experimental analysis of the economic value of communication with attitude,Games and Economic Behavior,GEB,115,381-395,,,,,2020-02-26 00:00:00,2020-02-26 00:00:00,0,1.0,/volume1/web/DB/000453,/volume1/web/DB/000453/000453_en.pdf,/volume1/web/DB/Wang_Houser2019_GEB_inChinese_20200226_pcn.pdf,2020-10-03 00:00:04.496774,1,,
000454,AER百大,20200304,A,賴孚權,AER百大-pcn,140.0,,"E Farhi, X Gabaix",,2020.0,Optimal taxation with behavioral agents,American Economic Review,AER,110(1),298-336,,,,,2020-03-05 00:00:00,2020-03-05 00:00:00,0,2.0,/volume1/web/DB/000454,/volume1/web/DB/000454/000454_en.pdf,/volume1/web/DB/Farhi_Gabaix2020_AER_inChinese_20200305_pcnn.pdf,2020-10-03 00:00:04.389529,1,,印
000455,AER百大,20200304,A,賴孚權,AER百大-pcn,137.0,,"O Attanasio, S Cattan, E Fitzsimons, C Meghir…",,2020.0,Estimating the production function for human capital: results from a randomized controlled trial in Colombia,American Economic Review,AER,110(1),48-85,,,,,2020-03-10 00:00:00,2020-07-24 00:00:00,1,1.0,/volume1/web/DB/000455,/volume1/web/DB/000455/000455_en.pdf,/volume1/web/DB/rp_Attanasio_Cattan_Fitzsimons_Meghir_Codina2020_AER_inChinese_20200724_fcn.pdf,2020-10-03 00:00:04.389983,1,,
000456,AER百大,20200304,A,賴孚權,AER百大-pcn,330.0,,A Auclert,,2019.0,Monetary policy and the redistribution channel,American Economic Review,AER,109(6),2333-67,,,,,2020-03-05 00:00:00,2020-03-05 00:00:00,0,1.0,/volume1/web/DB/000456,/volume1/web/DB/000456/000456_en.pdf,/volume1/web/DB/Auclert2019_AER_inChinese_20200305_pcn.pdf,2020-10-03 00:00:04.390182,1,,印
000457,AER百大,20200304,A,賴孚權,AER百大-pcn,494.0,,"G Kaplan, B Moll, GL Violante",,2018.0,Monetary policy according to HANK,American Economic Review,AER,108(3),697-743,,,,,2020-03-09 00:00:00,2020-03-09 00:00:00,0,1.0,/volume1/web/DB/000457,/volume1/web/DB/000457/000457_en.pdf,/volume1/web/DB/Kaplan_Moll_Violante2018_AER_inChinese_20200309_pcn.pdf,2020-10-03 00:00:04.390397,1,,印
000458,AER百大,20200304,A,賴孚權,AER百大-pcn,343.0,,"D Dorn, LF Katz, C Patterson…",,2017.0,Concentrating on the Fall of the Labor Share,American Economic Review,AER,107(5),180-85,,,,,2020-03-09 00:00:00,2020-03-09 00:00:00,0,2.0,/volume1/web/DB/000458,/volume1/web/DB/000458/000458_en.pdf,/volume1/web/DB/Autor_Dorn_Katz_Patterson_Reenen2017_AER_inChinese_20200309_pcnn.pdf,2020-10-03 00:00:04.390664,1,,印
000459,AER百大,20200304,A,賴孚權,AER百大-pcn,568.0,,"J Eaton, S Kortum, B Neiman, J Romalis",,2016.0,Trade and the global recession,American Economic Review,AER,106(1),3401-38,,,,,2020-03-09 00:00:00,2020-03-09 00:00:00,0,1.0,/volume1/web/DB/000459,/volume1/web/DB/000459/000459_en.pdf,/volume1/web/DB/Eaton_Kortum_Neiman_Romalis2016_AER_inChinese_20200309_pcn.pdf,2020-10-03 00:00:04.390870,1,,印
000460,AER百大,20200304,A,賴孚權,AER百大-渝均 fcn,14335.0,,T Piketty,,2015.0,About capital in the twenty-first century,American Economic Review,AER,106(5),48-53,,,,,2020-07-01 00:00:00,2020-07-02 00:00:00,1,1.0,/volume1/web/DB/000460,/volume1/web/DB/000460/000460_en.pdf,/volume1/web/DB/rp_Piketty2015_AER_inChinese_20200702_fcn.pdf,2020-10-03 00:00:04.391223,1,,
000461,AER百大,20200304,A,賴孚權,AER百大-pcn,2802.0,,"RC Feenstra, R Inklaar, MP Timmer",,2015.0,The next generation of the Penn World Table,American Economic Review,AER,105(10),3150-82,,,,,2020-03-09 00:00:00,2020-03-09 00:00:00,0,1.0,/volume1/web/DB/000461,/volume1/web/DB/000461/000461_en.pdf,/volume1/web/DB/Feenstra_Inklaar_Timmer2015_AER_inChinese_20200309_pcn.pdf,2020-10-03 00:00:04.391425,1,,
000462,AER百大,20200304,A,賴孚權,AER百大-渝均 fcn,1279.0,,"K Jurado, SC Ludvigson, S Ng",,2015.0,Measuring uncertainty,American Economic Review,AER,105(3),1177-1216,,,,,2020-07-06 00:00:00,2020-07-08 00:00:00,1,1.0,/volume1/web/DB/000462,/volume1/web/DB/000462/000462_en.pdf,/volume1/web/DB/rp_Jurado_Ludvigson_Ng2015_AER_inChinese_20200708_fcn.pdf,2020-10-03 00:00:04.391879,1,,
000463,AER百大,20200304,A,賴孚權,AER百大-pcn,1632.0,,"MK Brunnermeier, Y Sannikov",,2014.0,A macroeconomic model with a financial sector,American Economic Review,AER,104(2),379-421,,,,,2020-03-10 00:00:00,2020-03-10 00:00:00,0,1.0,/volume1/web/DB/000463,/volume1/web/DB/000463/000463_en.pdf,/volume1/web/DB/Brunnermeier_Sannikov2014_AER_inChinese_20200310_pcn.pdf,2020-10-03 00:00:04.392075,1,,
000464,AER百大,20200304,A,賴孚權,AER百大-pcn,2670.0,,"H David, D Dorn, GH Hanson",,2013.0,The China syndrome: Local labor market effects of import competition in the United States,American Economic Review,AER,103(6),2121-68,,,,,2020-03-10 00:00:00,2020-03-10 00:00:00,0,1.0,/volume1/web/DB/000464,/volume1/web/DB/000464/000464_en.pdf,/volume1/web/DB/Autor_Dorn_Hanson2013_AER_inChinese_20200310_pcn.pdf,2020-10-03 00:00:04.392295,1,,
000465,AER百大,20200304,A,賴孚權,AER百大-pcn,2410.0,,"H David, D Dorn",,2013.0,The growth of low-skill service jobs and the polarization of the US labor market,American Economic Review,AER,103(5),1553-97,,,,,2020-03-10 00:00:00,2020-03-10 00:00:00,0,1.0,/volume1/web/DB/000465,/volume1/web/DB/000465/000465_en.pdf,/volume1/web/DB/Autor_Dorn2013_AER_inChinese_20200310_pcn.pdf,2020-10-03 00:00:04.386859,1,,
000466,AER百大,20200304,A,賴孚權,AER百大-pcn,2301.0,,"M Schularick, AM Taylor",,2012.0,"Credit booms gone bust: Monetary policy, leverage cycles, and financial crises, 1870-2008",American Economic Review,AER,102(2),1029-61,,,,,2020-03-10 00:00:00,2020-03-10 00:00:00,0,1.0,/volume1/web/DB/000466,/volume1/web/DB/000466/000466_en.pdf,/volume1/web/DB/Schularick_Taylor2012_AER_inChinese_20200310_pcn.pdf,2020-10-03 00:00:04.387058,1,,
000467,AER百大,20200304,A,賴孚權,AER百大-渝均 fcn,1737.0,,"D Acemoglu, P Aghion, L Bursztyn…",,2012.0,The environment and directed technical change,American Economic Review,AER,102(1),131-66,,,,,2020-07-08 00:00:00,2020-07-09 00:00:00,1,1.0,/volume1/web/DB/000467,/volume1/web/DB/000467/000467_en.pdf,/volume1/web/DB/rp_Acemoglu_Aghion_Bursztyn_Hemous2012_AER_inChinese_20200709_fcn.pdf,2020-10-03 00:00:04.387417,1,,
000468,AER百大,20200304,A,賴孚權,AER百大-pcn,1714.0,,"CM Reinhart, KS Rogoff",,2011.0,From financial crash to debt crisis,American Economic Review,AER,101(5),1676-1706,,,,,2020-03-10 00:00:00,2020-03-10 00:00:00,0,1.0,/volume1/web/DB/000468,/volume1/web/DB/000468/000468_en.pdf,/volume1/web/DB/Reinhart_Rogoff2011_AER_inChinese_20200310_pcn.pdf,2020-10-03 00:00:04.387618,1,,
000469,AER百大,20200304,A,賴孚權,AER百大-pcn,1438.0,,"N Nunn, L Wantchekon",,2011.0,The slave trade and the origins of mistrust in Africa,American Economic Review,AER,101(7),3221-52,,,,,2020-03-11 00:00:00,2020-03-11 00:00:00,0,1.0,/volume1/web/DB/000469,/volume1/web/DB/000469/000469_en.pdf,/volume1/web/DB/Nunn_Wantchekon2011_AER_inChinese_20200311_pcn.pdf,2020-10-03 00:00:04.387816,1,,
000470,AER百大,20200304,A,賴孚權,AER百大-fcn,3272.0,,"CM Reinhart, KS Rogoff",,2010.0,Growth in a Time of Debt,American Economic Review,AER,100(2),573-78,,,,,2020-03-11 00:00:00,2020-03-11 00:00:00,1,1.0,/volume1/web/DB/000470,/volume1/web/DB/000470/000470_en.pdf,/volume1/web/DB/Reinhart_Rogoff2010_AER_inChinese_20200311_fcn.pdf,2020-10-03 00:00:04.388012,1,,
000471,AER百大,20200304,A,賴孚權,AER百大-pcn,2969.0,,E Ostrom,,2010.0,Beyond markets and states: polycentric governance of complex economic systems,American Economic Review,AER,100(3),641-72,,,,,2020-03-11 00:00:00,2020-03-11 00:00:00,0,1.0,/volume1/web/DB/000471,/volume1/web/DB/000471/000471_en.pdf,/volume1/web/DB/Ostrom2010_AER_inChinese_20200311_pcn.pdf,2020-10-03 00:00:04.388315,1,,
000472,AER百大,20200304,A,賴孚權,AER百大-pcn,2712.0,,L Kilian,,2009.0,Not all oil price shocks are alike: Disentangling demand and supply shocks in the crude oil market,American Economic Review,AER,99(3),1053-69,,,,,2020-03-11 00:00:00,2020-03-11 00:00:00,0,1.0,/volume1/web/DB/000472,/volume1/web/DB/000472/000472_en.pdf,/volume1/web/DB/Kilian2009_AER_inChinese_20200311_pcn.pdf,2020-10-03 00:00:04.388569,1,,
000473,AER百大,20200304,A,賴孚權,AER百大-渝均 fcn,1931.0,,"CM Reinhart, KS Rogoff",,2009.0,The aftermath of financial crises,American Economic Review,AER,99(2),466-72,,,,,2020-06-18 00:00:00,2020-06-19 00:00:00,1,1.0,/volume1/web/DB/000473,/volume1/web/DB/000473/000473_en.pdf,/volume1/web/DB/rp_Reinhart_Rogoff2009_AER_inChinese_20200619_fcn.pdf,2020-10-03 00:00:04.388842,1,,
000474,AER百大,20200304,A,賴孚權,AER百大-pcn,2137.0,,T Chaney,,2008.0,Distorted gravity: the intensive and extensive margins of international trade,American Economic Review,AER,98(4),1707-21,,,,,2020-03-11 00:00:00,2020-03-11 00:00:00,0,1.0,/volume1/web/DB/000474,/volume1/web/DB/000474/000474_en.pdf,/volume1/web/DB/Chaney2008_AER_inChinese_20200311_pcn.pdf,2020-10-03 00:00:04.389041,1,,印
000475,AER百大,20200304,A,賴孚權,AER百大-pcn,4808.0,,"F Smets, R Wouters",,2007.0,Shocks and frictions in US business cycles: A Bayesian DSGE approach,American Economic Review,AER,97(3),586-606,,,,,2020-03-11 00:00:00,2020-03-11 00:00:00,0,1.0,/volume1/web/DB/000475,/volume1/web/DB/000475/000475_en.pdf,/volume1/web/DB/Smets_Wouters2007_AER_inChinese_20200311_pcn.pdf,2020-10-03 00:00:04.389258,1,,
000476,AER百大,20200304,A,賴孚權,AER百大-渝均 fcn,2863.0,,"F Cunha, J Heckman",,2007.0,The technology of skill formation,American Economic Review,AER,97(2),31-47,,,,,2020-06-24 00:00:00,2020-06-30 00:00:00,1,1.0,/volume1/web/DB/000476,/volume1/web/DB/000476/000476_en.pdf,/volume1/web/DB/rp_Cunha_Heckman2007_AER_inChinese_20200630_fcn.pdf,2020-10-03 00:00:04.394365,1,,
000477,AER百大,20200304,A,賴孚權,AER百大-pcn,3527.0,,M Faccio,,2006.0,Politically connected firms,American Economic Review,AER,96(1),369-386,,,,,2020-03-11 00:00:00,2020-03-11 00:00:00,0,1.0,/volume1/web/DB/000477,/volume1/web/DB/000477/000477_en.pdf,/volume1/web/DB/Faccio2006_AER_inChinese_20200311_pcn.pdf,2020-10-03 00:00:04.394579,1,,
000478,AER百大,20200304,A,賴孚權,AER百大-pcn,2510.0,,M Iacoviello,,2005.0,"House prices, borrowing constraints, and monetary policy in the business cycle",American Economic Review,AER,95(3),739-764,,,,,2020-03-17 00:00:00,2020-03-17 00:00:00,0,1.0,/volume1/web/DB/000478,/volume1/web/DB/000478/000478_en.pdf,/volume1/web/DB/Iacoviello2005_AER_inChinese_20200317_pcn.pdf,2020-10-03 00:00:04.394777,1,,
000479,AER百大,20200304,A,賴孚權,AER百大-pcn,4885.0,,"E Helpman, MJ Melitz, SR Yeaple",,2004.0,Export versus FDI with heterogeneous firms,American Economic Review,AER,94(1),300-316,,,,,2020-03-17 00:00:00,2020-03-17 00:00:00,0,1.0,/volume1/web/DB/000479,/volume1/web/DB/000479/000479_en.pdf,/volume1/web/DB/Helpman_Melitz_Yeaple2004_AER_inChinese_20200317_pcn.pdf,2020-10-03 00:00:04.394972,1,,
000480,AER百大,20200304,A,賴孚權,AER百大-pcn,4442.0,,"M Bertrand, S Mullainathan",,2004.0,Are Emily and Greg more employable than Lakisha and Jamal? A field experiment on labor market discrimination,American Economic Review,AER,94(4),991-1013,,,,,2020-03-17 00:00:00,2020-03-17 00:00:00,0,1.0,/volume1/web/DB/000480,/volume1/web/DB/000480/000480_en.pdf,/volume1/web/DB/Bertrand_Mullainathan2004_AER_inChinese_20200317_pcn.pdf,2020-10-03 00:00:04.395171,1,,
000481,AER百大,20200304,A,賴孚權,AER百大-pcn,7871.0,,"JE Anderson, E Van Wincoop",,2003.0,Gravity with gravitas: A solution to the border puzzle,American Economic Review,AER,93(1),170-192,,,,,2020-03-18 00:00:00,2020-03-18 00:00:00,0,1.0,/volume1/web/DB/000481,/volume1/web/DB/000481/000481_en.pdf,/volume1/web/DB/Anderson_Wincoop2003_AER_inChinese_20200318_pcn.pdf,2020-10-03 00:00:04.395381,1,,
000482,AER百大,20200304,A,賴孚權,AER百大-pcn,5372.0,,D Kahneman,,2003.0,Maps of bounded rationality: Psychology for behavioral economics,American Economic Review,AER,93(5),1449-1475,,,,,2020-03-18 00:00:00,2020-03-18 00:00:00,0,1.0,/volume1/web/DB/000482,/volume1/web/DB/000482/000482_en.pdf,/volume1/web/DB/Kahneman2003_AER_inChinese_20200318_pcn.pdf,2020-10-03 00:00:04.395579,1,,
000483,AER百大,20200304,A,賴孚權,AER百大-pcn,5788.0,,"CA Holt, SK Laury",,2002.0,Risk aversion and incentive effects,American Economic Review,AER,92(5),1644-1655,,,,,2020-03-18 00:00:00,2020-03-18 00:00:00,0,1.0,/volume1/web/DB/000483,/volume1/web/DB/000483/000483_en.pdf,/volume1/web/DB/Holt_Laury2002_AER_inChinese_20200318_pcn.pdf,2020-10-03 00:00:04.395774,1,,
000484,AER百大,20200304,A,賴孚權,AER百大-渝均 fcn,13311.0,,"D Acemoglu, S Johnson, JA Robinson",,2001.0,The colonial origins of comparative development: An empirical investigation,American Economic Review,AER,91(5),1369-1401,,,,,2020-06-19 00:00:00,2020-06-23 00:00:00,1,1.0,/volume1/web/DB/000484,/volume1/web/DB/000484/000484_en.pdf,/volume1/web/DB/rp_Acemoglu_Johnson_Robinson2001_AER_inChinese_20200623_fcn.pdf,2020-10-03 00:00:04.396173,1,,
000485,AER百大,20200304,A,賴孚權,AER百大-pcn,2880.0,,R Fisman,,2001.0,Estimating the value of political connections,American Economic Review,AER,91(4),1095-1102,,,,,2020-03-19 00:00:00,2020-03-19 00:00:00,0,1.0,/volume1/web/DB/000485,/volume1/web/DB/000485/000485_en.pdf,/volume1/web/DB/Fisman2001_AER_inChinese_20200319_pcn.pdf,2020-10-03 00:00:04.396382,1,,
000486,AER百大,20200304,A,賴孚權,AER百大-pcn,5988.0,,"GE Bolton, A Ockenfels",,2000.0,"ERC: A theory of equity, reciprocity, and competition",American Economic Review,AER,90(1),166-193,,,,,2020-03-19 00:00:00,2020-03-19 00:00:00,0,1.0,/volume1/web/DB/000486,/volume1/web/DB/000486/000486_en.pdf,/volume1/web/DB/Bolton_Ockenfels2000_AER_inChinese_20200319_pcn.pdf,2020-10-03 00:00:04.396581,1,,
000487,AER百大,20200304,A,賴孚權,AER百大-pcn,5666.0,,"C Burnside, D Dollar",,2000.0,"Aid, policies, and growth",American Economic Review,AER,90(4),847-868,,,,,2020-03-19 00:00:00,2020-03-19 00:00:00,0,1.0,/volume1/web/DB/000487,/volume1/web/DB/000487/000487_en.pdf,/volume1/web/DB/Burnside_Dollar2000_AER_inChinese_20200319_pcn.pdf,2020-10-03 00:00:04.396775,1,,
000488,AER百大,20200304,A,賴孚權,AER百大-渝均 fcn,6870.0,,"GL Kaminsky, CM Reinhart",,1999.0,The twin crises: the causes of banking and balance-of-payments problems,American Economic Review,AER,89(3),473-500,,,,,2020-05-28 00:00:00,2020-06-02 00:00:00,1,1.0,/volume1/web/DB/000488,/volume1/web/DB/000488/000488_en.pdf,/volume1/web/DB/rp_Kaminsky_Reinhart1999_AER_inChinese_20200602_fcn.pdf,2020-10-03 00:00:04.397105,1,,
000489,AER百大,20200304,A,賴孚權,AER百大-渝均 fcn,6728.0,,"JA Frankel, DH Romer",,1999.0,Does trade cause growth?,American Economic Review,AER,89(3),379-399,,,,,2020-06-05 00:00:00,2020-06-10 00:00:00,1,1.0,/volume1/web/DB/000489,/volume1/web/DB/000489/000489_en.pdf,/volume1/web/DB/Frankel_Romer1999_AER_inChinese_20200610_fcn.pdf,2020-10-03 00:00:04.397529,1,,
000490,AER百大,20200304,A,賴孚權,AER百大-渝均 fcn,6635.0,,"R Levine, S Zervos",,1998.0,"Stock markets, banks, and economic growth",American Economic Review,AER,88(3),537-558,,,,,2020-06-03 00:00:00,2020-06-05 00:00:00,1,1.0,/volume1/web/DB/000490,/volume1/web/DB/000490/000490_en.pdf,/volume1/web/DB/rp_Levine_Zervos1998_AER_inChinese_20200605_fcn.pdf,2020-10-03 00:00:04.392628,1,,
